 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 101 102 103 104 105 106 107 108 109 110 111 112 113 114 115 116 117 118 119 120 121 122 123 124 125 126 127 128 129 130 131 132 133 134 135 136 137 138 139 140 141 142 143 144 145 146 147 148 149 150 151 152 153 154 155 156 157 158 159 160 161 162 163 164 165 166 167 168 169 170 171 172 173 174 175 176 177 178 179 180 181 182 183 184 185 186 187 188 189 190 191 192 193 194 195 196 197 198 199
360 -0.16424325 -0.10212523 0.30563816 -0.01751463 0.18834373 -0.05695494 0.11786635 0.017142389 0.10736143 0.08981388 -0.028014217 -0.07326434 -0.28852373 -0.1845706 0.114862174 0.04124918 -0.10993072 -0.037357535 -0.046370197 0.029665997 -0.039874967 0.20455046 0.13458939 -0.14954592 0.12201182 0.036524437 0.14346631 0.21226875 -0.082134835 0.067684986 0.21101233 0.09051044 -0.023771081 0.21350077 0.02789421 -0.03206671 -0.09254491 -0.4947156 0.13056903 0.11515013 -0.15478685 -0.1904154 0.12745102 0.3255135 0.15650879 -0.07314426 -0.14829992 0.18965764 0.023277745 -0.050144874 0.051744018 0.041916635 0.045490324 -0.17255072 0.073673226 -0.005512979 0.035202693 0.095192775 -0.066381395 0.106932476 -0.3384715 0.08359511 -0.018837182 -0.22248662 -0.12574108 0.0063468846 0.33053377 0.16997808 -0.07228535 0.14343397 0.25156093 -0.15973945 0.11743112 -0.050745353 -0.07375533 0.167342 0.19986835 0.08289056 0.077634655 0.17086604 0.32468724 -0.046267807 -0.03288167 -0.004001727 0.00024546002 0.13558707 0.25264332 0.088362165 0.37956917 0.13956782 -0.2680328 0.011583894 -0.121787645 0.39560214 -0.15870287 0.05791982 -0.2054009 0.17239642 0.083682664 -0.16347611 0.07056581 -0.2484589 -0.044998247 0.1480039 -0.056693435 -0.11086626 0.02923683 -0.08074331 0.13075766 -0.015505255 0.9149476 -0.04975944 0.013054467 0.12893865 -0.048415527 0.12898347 -0.15214945 -0.24029584 -0.16991393 0.62383443 0.07028333 0.07619548 -0.23132494 -0.1037954 -0.06906252 -0.036264136 -0.11087512 -0.033962063 0.07965434 -0.22212492 0.124123745 -0.009382575 -0.06530571 0.15084736 0.07011292 -0.10136176 0.010895654 0.07552478 0.008476678 0.18667324 -0.08024673 0.11236264 -0.041421168 -0.10928278 0.074039854 -0.044945158 0.0019222288 0.07987727 0.17049092 -0.0637226 0.06153208 -0.2653247 0.0126020545 -0.14832032 -0.07345673 -0.06383812 -0.13154076 0.08881021 -0.07522519 0.07754263 -0.07070289 -0.04635776 -0.05445907 0.22945546 -0.047118343 -0.08167295 -0.15288384 -0.09469314 0.13659489 0.18762791 0.118902355 -0.19411954 0.14236915 -0.041439045 -0.115759484 -0.06837655 0.35730532 -0.21767022 -0.020872034 -0.071306214 -0.11113652 -0.1596142 0.022136107 -0.052256744 -0.018789146 0.08925629 -0.078796536 -0.057310417 -0.073630966 -0.051968083 0.22115347 -0.019328991 -0.11173996 -0.048261918 -0.086266525 -0.19030881 -0.24962774 0.041729458 -0.72914565 0.00081387727
0 -0.104483664 -0.045589264 0.0832281 0.08916848 -0.049403023 0.14054951 -0.03580526 -0.14784771 -0.038271833 0.09884536 0.033694778 0.08704788 -0.97731113 0.016736273 0.002511107 -0.048321232 0.02811518 -0.13288006 -0.18696645 1.6963365 0.07073618 -0.3808755 -0.058079895 0.093310244 0.1335384 -0.13203458 0.08425517 -0.0315714 0.20682612 0.09252767 0.08610595 0.20317362 0.05586224 0.117406 0.09467735 -0.04458678 0.054265156 -0.4187193 -0.014799234 -0.2616914 -0.056949183 -0.37010136 0.032289542 0.07768808 0.017658055 0.19588691 0.039670244 0.0152383065 0.0068393326 0.03762375 -0.037365798 0.09990558 -0.00593136 -0.18586288 0.007081311 0.108506806 0.5964651 -0.22125201 -0.2501184 0.022110624 0.035967205 0.10425874 -0.042609587 -0.18310712 -0.24167909 0.04491211 0.2527451 -0.043211542 -0.08201402 -0.1365817 -0.06472819 -0.06972822 0.056878887 0.1738262 0.023723405 0.07551477 0.124583654 -0.17161477 -0.009915152 0.0005131578 -0.0965634 0.14968106 0.023740787 -0.13669622 -0.15519996 -0.029380256 -0.040356398 0.07342706 0.074027516 0.13955945 0.16731492 0.20272698 0.089824684 0.2422213 0.11255103 0.028299887 0.18170625 0.012813851 -0.052610774 -0.08391421 -0.16009906 0.004558173 -1.5316923 0.113086864 0.09046124 0.15256047 -0.011721315 0.10098106 0.024785327 0.17172435 -1.1462858 0.88636124 0.09054141 0.19257523 -0.07730128 0.13021202 0.010499221 -0.009942616 0.017336082 -2.9416423 -0.1471299 -0.00074023654 -0.027092207 0.113668285 -0.10229729 -0.11675552 0.16045472 0.14309181 0.06703105 0.23579784 -0.04053525 0.008600183 -0.039480712 0.09838573 -0.0068085496 -0.035719506 0.048647422 -0.029316017 0.42576057 -0.12905747 -0.28614354 -0.09153597 0.06006137 0.3331047 0.19818598 -0.16226156 0.08565887 0.17238958 -0.04146507 -0.054096792 0.11027853 0.16073602 -0.0258653 0.09120894 -0.06901263 -0.202545 0.01030549 0.10257749 -0.08927947 0.07912203 -0.034610026 -0.08105485 0.03557231 -0.06071408 0.076608 -0.09679046 -0.18586004 0.039841983 0.058549553 0.08156248 -0.14234117 -0.15569918 0.03623858 -0.12387284 0.021114647 -0.15851255 0.21067439 0.02710118 0.040566586 0.006502958 0.655348 -0.1092743 0.14032163 -0.013752873 -0.052244857 -0.017548488 -0.049837165 -0.14419496 0.062767334 -0.11142928 0.05226493 -0.0039157686 0.37269893 0.15602855 0.013307202 -0.2868142 -0.0704773 -0.002652365 -1.5078093 0.019494494
361 0.17088012 0.2326235 -0.42096066 -0.14678065 0.0013524896 -0.19320834 0.05759572 -0.050165765 0.22816353 -0.29600933 0.106847614 0.2606794 -0.22273248 -0.06947949 0.15989774 0.16841884 0.01986694 0.22669111 0.16454957 0.15727141 -0.11017469 0.19520184 -0.12474417 0.1387614 -0.03423874 -0.017602993 -0.15041792 0.04620754 -0.21255958 0.13424009 -0.043512277 -0.17581694 -0.012140347 0.24702406 -0.07681784 -0.1240931 -0.31826696 -0.36922333 0.017291572 -0.11844441 0.065163575 0.04722392 0.04218725 -0.090012796 -0.037895247 -0.013255514 -0.226365 -0.21328615 0.086037785 0.17314228 0.16837576 0.2578971 -0.0028248448 0.1928308 0.02749864 0.06536697 0.18521367 0.009393875 -0.0052339584 -0.10352924 0.20018347 0.042257678 0.21480723 -0.26750302 -0.17079738 0.14590992 -0.06346579 -0.065947935 -0.2538076 0.05312071 -0.12430108 0.24311447 0.119803205 0.11221158 -0.048426248 -0.030483147 0.46082264 0.08824203 -0.060766652 -0.12420016 -0.17164901 -0.19192444 0.061038315 0.39056844 -0.01634984 -0.088100426 -0.00816616 0.11062974 -0.37690255 0.104552776 -0.04623081 0.14330678 -0.1946144 0.10792873 -0.11093599 -0.21342781 -0.041168723 0.18726313 0.12226751 -0.18486969 -0.014808313 0.03152506 -0.16392377 0.14143446 0.33111134 0.18196838 0.025465546 0.041587044 0.3117145 -0.10516031 0.95220715 -0.080234155 -0.13189682 0.06780965 0.051820952 -0.28188935 0.09994262 0.10665511 0.1628511 0.38123292 0.19428079 -0.28019387 0.031032663 -0.25073472 -0.110005 0.080764286 0.057429716 -0.17454825 -0.25409862 -0.043338176 -0.2048069 -0.049266268 0.15306684 0.10511704 -0.23324496 -0.088676125 0.26885435 -0.03262884 -0.056798708 -0.14600365 -0.06469046 0.1740078 -0.055637226 0.031097356 -0.09590374 -0.20529583 0.022502117 0.08047184 -0.032930754 0.05780592 0.023500405 -0.022015164 0.18568076 0.055325013 0.3531476 0.020248838 0.01580931 0.08332971 -0.039910857 0.006408383 0.1363566 -0.17258875 -0.42473847 0.41460422 0.1862968 -0.0958754 0.051706914 0.12993132 0.23749742 0.089846745 -0.12473462 -0.005665518 -0.12855151 0.052328803 0.0189236 -0.103513956 -0.3176705 0.0028834364 -0.16968355 -0.22242174 -0.17858626 -0.09466801 -0.005358352 -0.323669 0.16303845 0.04525283 0.12561162 -0.03683234 0.43328077 -0.13468494 0.19947775 0.08282868 -0.13078618 0.12368686 -0.28019318 0.029143035 -0.006542456 0.08552109 -0.5309451 0.052698433
362 -0.40692344 0.016997995 0.0023309719 -0.18684329 -0.26714033 0.23280646 -0.15574789 0.0871423 0.052628335 0.18218291 0.0033697495 -0.029900847 -0.28734875 -0.21800399 -0.36443806 0.08214155 -0.040885802 0.14182831 -0.055161625 -0.0038543516 -0.016391313 0.2659278 0.41468552 -0.30969453 -0.18994607 -0.004734413 -0.006745271 -0.009518785 -0.09797477 0.08900099 0.14132518 -0.048452463 0.14975552 0.050650883 0.1168242 0.06255882 0.12867726 -0.13189869 0.30418286 0.12300688 -0.0028483141 -0.27666917 0.18369228 0.128628 0.064136155 -0.1510304 0.24762993 0.53756934 0.034777276 0.17750522 0.045662157 0.22252746 0.07961838 -0.16615146 -0.12773728 -0.20218223 0.060037237 -0.04395173 0.015304123 0.06561267 -0.23509747 0.11325131 0.32173216 -0.031914108 0.0014002116 0.19327734 0.08411832 0.34140062 -0.018183673 -0.111217804 -0.0073984168 0.21967651 -0.08160147 0.021162773 0.13746323 -0.13278832 -0.095792875 -0.0994995 0.17599833 -0.14289224 0.018721964 -0.052642103 -0.21024904 0.16810907 -0.2201765 -0.14327848 -0.06588097 -0.07955122 0.2966867 -0.22861835 -0.028057577 0.12980093 0.29870892 0.20823082 -0.2686977 0.18157761 -0.3613479 0.17353493 0.026903698 -0.08436972 -0.1385034 -0.102383904 -0.10215552 -0.23475896 -0.019658703 -0.47466442 -0.4206278 -0.05367794 -0.21794344 -0.14872883 1.0923067 0.061729867 -0.08301175 0.049625818 -0.017897958 -0.05293005 0.07144246 0.08784431 0.1679667 0.43970776 -0.08259948 0.06602452 0.20221065 0.012602582 -0.09228831 0.09519056 -0.027540846 0.074888 -0.3355744 -0.07780232 0.3812875 -0.18741684 -0.20561378 -0.07538005 0.26820546 -0.12780559 -0.08419946 -0.26644534 -0.058094077 -0.17717981 -0.026341436 0.1360454 0.3863704 0.12330524 -0.19348155 -0.17527205 -0.07699449 0.0674446 0.018253388 -0.094943754 -0.046175968 0.15042731 0.16973901 0.55110586 -0.0010786565 -0.0059072007 -0.15890642 0.044811837 -0.023274528 -0.056379437 0.07246043 0.062113404 -0.15068093 -0.2097689 -0.017465372 0.14517914 0.011642099 0.26087064 0.12248315 -0.34849486 -0.07602669 -0.20149319 0.13124135 0.073534876 0.2643805 -0.007043365 0.20661594 -0.08729685 0.05061491 -0.058451176 -0.078523204 -0.00650816 -0.085362405 0.08105903 0.030851826 0.038692374 0.030488487 -0.2288672 0.15080003 0.1547969 -0.07733173 -0.13269506 0.19985989 -0.00043043646 0.15618789 -0.11862495 0.16456927 -0.026793027 -0.5668992 -0.08645984
363 -0.022242222 0.30368274 -0.051748466 -0.034502093 0.014806302 0.18765049 -0.10855259 0.30535114 0.3441704 -0.3664558 -0.16776706 -0.063034505 -0.067058414 -0.08916178 0.08921382 -0.09060846 -0.123227894 0.06962394 -0.24784599 0.18414532 -0.040701617 0.5922608 -0.071246795 0.020736817 0.11254991 0.48678604 0.21245672 0.19440632 -0.016074859 0.06002322 0.18240836 -0.24743849 0.038382847 0.18486297 0.06746415 -0.08040817 0.099437535 -0.19590814 0.25272396 0.08468181 0.09022963 0.09064107 0.27174708 -0.13756046 0.06596214 0.109025486 0.2909884 -0.05238415 0.023133181 -0.027880179 0.065840445 0.08496573 -0.27781323 0.134501 0.11263318 0.021262133 -0.038266044 -0.096689716 0.042381614 -0.1727602 0.15255882 -0.08107284 -0.20200111 0.22975212 0.11878511 -0.14216962 0.015505274 0.025652058 -0.23377083 -0.024733797 -0.34687898 0.16657706 -0.100503616 0.039022684 -0.10557326 -0.0730659 0.07954045 -0.05925083 -0.13169265 0.17154922 -0.085413426 0.057114437 -0.33480006 -0.09035727 -0.0076693585 -0.10729701 0.106059656 -0.26744127 -0.24962246 -0.031053267 0.380769 -0.25272897 -0.13567239 0.06965583 0.19451801 -0.21073598 -0.023862509 -0.2769215 0.05732933 0.07128637 0.07707717 0.08582998 -0.12771834 0.03476607 -0.059201445 0.19243298 -0.21238743 -0.2706022 0.024652978 -0.08183562 1.240505 0.046558212 -0.2912562 -0.17440674 -0.12712444 -0.10622015 -0.18631215 -0.09981973 0.16833757 0.36573297 0.18628506 -0.20380221 0.047630135 -0.076238945 -0.10412767 0.26165262 0.034121066 0.20995076 -0.14126317 0.034472547 0.035656936 -0.036874495 0.20425208 0.39615425 -0.08134705 0.03505593 -0.10548361 0.041705154 0.27680886 -0.088522844 -0.006607075 0.18208656 -0.024954634 0.22955026 0.061883118 0.046812415 0.10730765 0.23153825 0.19056292 0.13193372 -0.11534632 0.25746003 0.19646016 -0.14550059 0.19570151 -0.25055018 -0.23693815 0.22208801 -0.07241131 0.10864904 0.113111526 0.25390545 0.057664648 -0.049728926 -0.07913501 -0.057708353 0.09868832 0.034680624 0.033200104 -0.09703377 0.09610187 -0.02520518 -0.3192447 -0.0067508854 0.1497252 0.109730266 -0.0035926106 0.08084141 -0.07080082 -0.0036375395 -0.14782426 0.0030689049 -0.15961614 0.2746892 0.32664293 0.12182269 0.016980177 -0.055305388 0.14085412 -0.008579359 0.10480044 0.07363933 0.11934366 0.2425757 -0.08087957 -0.123316236 -0.20177211 0.051737107 -0.3580924 0.11150183
364 -0.008398815 0.14388302 -0.49172395 -0.2993227 -0.4204179 -0.04844663 -0.019350013 -0.009005691 0.07377031 -0.19259751 0.09759062 0.034916926 -0.16289638 0.018367426 -0.26853254 -0.06541274 0.09751702 0.23414159 -0.13817202 0.113544226 -0.09135402 0.14442459 0.2326326 -0.028468901 -0.1532665 -0.087086216 0.15355611 0.1394797 0.17017767 0.3204332 0.24325785 0.02358907 -0.044216797 -0.016333822 -0.0008962684 -0.12278916 0.030702826 -0.39381644 -0.07538946 0.04060981 0.16274086 0.35925224 0.03786626 -0.0433897 0.18976977 0.18901639 -0.17457996 0.2660398 -0.17160945 0.11838648 0.0023453566 0.10946075 0.29871488 0.020633383 0.07777233 0.06682813 0.13067356 0.010120518 0.33091956 -0.26895723 -0.018009366 -0.00893101 0.035209313 0.048123036 -0.14555834 -0.11056061 -0.34952003 -0.015738063 0.14265051 0.09391439 -0.030821312 0.22661248 0.21342812 -0.16097225 -0.15215363 -0.09611611 -0.20700651 -0.12529592 -0.3255559 -0.1875284 -0.07022431 0.26984116 0.20342192 -0.17098983 -0.22298613 -0.08515185 -0.14726117 -0.1697169 0.25472498 0.19878145 -0.07919508 0.18151194 0.17679502 -0.12087048 0.037022933 -0.17499135 -0.13006012 0.18192464 -0.18773115 0.036021035 0.30816147 0.10368989 -0.06084475 0.20596272 0.17958573 -0.17093314 -0.26148465 -0.15510783 -0.08842093 0.10665368 1.1174692 0.058010105 -0.076056905 0.092850216 -0.14017081 -0.1256954 0.18939665 0.001129061 0.18697801 0.43778297 0.16084054 0.09006472 0.022296658 -0.44693065 -0.38226295 0.009239741 -0.052079532 0.22447902 0.0442456 0.12889305 0.16006601 0.21026777 -0.09448864 -0.22196986 0.014715962 0.068552464 0.058864646 0.013966972 -0.005177405 -0.11269974 -0.14405365 0.18945695 0.16023646 0.1780225 -0.11511769 -0.003613984 0.1174791 -0.067991845 -0.26892185 0.21452932 -0.1396533 -0.13475657 0.12787893 -0.047710024 0.11127805 0.040304724 -0.3587312 -0.194437 0.083237864 0.2038616 -0.26369256 0.15091734 0.0076659136 -0.24457882 0.12896615 -0.11995639 -0.04259034 0.033581354 -0.11141439 0.09334816 0.048040465 0.25751525 -0.104120776 0.009086082 -0.022131315 -0.084294155 -0.14084601 -0.04051414 -0.03464984 0.105988786 0.050123446 -0.14646246 -0.080960386 -0.029198958 0.066124484 0.02010308 0.059933264 0.024771588 0.37646797 -0.09308416 -0.27811518 -0.16735353 0.07757954 0.068901025 -0.37649435 -0.083051704 -0.16939491 -0.12369422 -0.6700086 -0.06069652
365 -0.10906031 0.43616685 0.07807671 0.09052704 -0.051924646 0.0071032713 0.21464 -0.09427088 0.028506152 -0.058010146 -0.0838173 0.0043185544 -0.26263288 -0.12944756 -0.19319962 -0.20631911 0.0852853 0.16655573 0.08951332 0.14602719 0.2556183 0.38167048 0.2228572 -0.04304743 -0.12102915 0.058760956 0.38031316 -0.04288834 0.022640085 0.09717178 0.0224027 -0.28617856 0.016130835 0.19302905 0.26603818 -0.21799047 0.17295487 -0.20269032 -0.085727066 0.2454379 0.27518535 -0.05451535 -0.07639887 -0.15272695 -0.009017296 0.43602413 -0.06548034 -0.10090167 -0.15869398 -0.14245895 0.08323355 0.0014015952 -0.0017740261 0.052887633 -0.11351179 -0.05958499 -0.090625115 0.065198526 0.18047138 0.21482809 -0.04783783 0.11314399 -0.019436609 0.1308017 -0.10998273 0.14431165 0.068735115 0.18642761 0.004987112 -0.09742627 -0.03193307 0.094452456 -0.13149102 -0.22384936 0.05699423 -0.31213805 -0.010356489 0.03489903 0.111950666 -0.10062913 0.0443788 0.10843967 0.10442692 0.14540133 0.14184299 -0.058241438 0.30209172 0.04417167 0.05908243 0.0554244 0.072447315 0.10194711 0.22489111 -0.20605054 -0.07392818 0.0794157 -0.14729625 0.40451005 0.02773825 0.14826259 0.049503744 0.012011315 0.07145938 -0.2278107 0.0114639355 0.030863745 -0.04965627 0.005094425 -0.108358115 -0.050294638 1.1319404 0.05926652 0.13860312 -0.027774898 -0.020306928 -0.19016612 -0.06843889 -0.04161381 -0.0007949361 0.5124841 0.060699824 0.21019551 0.20159185 -0.16061214 -0.19642481 -0.026739504 -0.1799364 -0.13754661 -0.20051688 0.0685126 -0.31903788 0.024622144 0.091728814 -0.045227993 0.06603662 0.24493536 -0.3091824 -0.091795325 0.37726426 0.22611623 -0.15035504 -0.10851333 0.20022616 0.010373052 -0.024582505 0.01690579 0.06424224 0.21159174 -0.23324046 0.23350507 0.17994069 0.19763273 0.09746474 0.25631723 -0.30150068 0.19583723 -0.05804711 0.31581572 0.08404608 0.16614626 -0.11487408 0.066295415 0.009360168 -0.010894619 -0.016015949 0.0043795686 -0.097422294 0.26466098 -0.07380644 0.10704623 -0.07833347 -0.0504353 -0.3173688 -0.032673277 0.37314093 -0.114353664 -0.17347766 0.13500586 -0.015110626 0.02165147 -0.09858714 0.25265092 -0.08224102 0.13032408 0.09610811 0.16605794 -0.08008692 0.15861921 -0.16092543 0.03753785 0.17585942 -0.057283834 0.22008897 0.21826246 0.06417245 0.20894372 0.0055131773 -0.027432026 -0.60604227 -0.12943128
366 -0.14185882 -0.02293039 0.014625379 -0.079771645 -0.07635331 -0.081676416 -0.21457896 -0.018741352 0.15432148 0.08472787 -0.028671447 -0.18771295 -0.29406935 0.14490531 -0.040956978 0.13301097 -0.21931623 0.14970522 0.312123 0.059579372 0.0056624394 0.32524922 0.24131714 -0.04645414 0.094275735 0.14253268 -0.124914154 0.039545123 -0.055134457 0.22048879 0.069819465 0.029135965 0.1436045 -0.04940941 0.14533833 -0.14558588 0.021732843 -0.046471458 0.052740548 0.09754288 0.10735441 -0.11250901 0.31476703 -0.16578929 -0.15070044 0.09218959 0.03898348 -0.06351135 0.07513119 -0.15213595 0.22014333 0.053748965 -0.096561186 0.12201897 -0.060490098 -0.2753343 0.008093706 0.043846745 0.026392281 -0.14161156 -0.025271466 0.18681522 -0.24340816 -0.08013724 0.14830503 0.21188477 0.06252464 0.0040644845 0.21181446 -0.17579164 0.13652162 -0.21910085 -0.15366402 0.0071882787 0.1765848 0.18521655 0.06377709 -0.048857413 0.00010807167 -0.13098189 -0.05303368 0.36384705 -0.14294605 0.035955314 -0.06318294 0.06983878 -0.21517049 -0.15671396 -0.049146015 -0.2216268 -0.0946138 0.1929506 -0.0008557511 0.16668718 0.1093703 -0.027290495 -0.02608034 -0.046536155 0.09739229 -0.03964527 -0.28100416 -0.0012870908 -0.09851599 -0.18290135 0.007979644 -0.11309159 0.39560398 -0.024229288 -0.16991183 -0.14627497 0.8266065 0.08947466 0.0019380301 0.02366175 -0.030726757 0.15602101 -0.15182474 -0.24728933 0.13025601 0.5785939 0.16595478 0.04937287 0.09588473 0.13103679 0.21606013 0.07848863 -0.009711853 -0.14289133 -0.16617802 -0.05982319 -0.080221266 -0.028613582 0.43036595 -0.022567824 0.16966856 -0.08207407 0.02864446 -0.34919524 -0.04885326 -0.16800293 -0.1401493 0.0141226305 0.01198368 0.11341821 -0.25833434 -0.034130365 0.020774696 0.061909065 -0.13560955 -0.004057214 0.028319282 -0.034823358 0.1279771 0.084030494 -0.14023167 -0.17489612 -0.33051202 -0.04038418 0.08438832 -0.082954414 -0.0069256052 0.11219035 0.02825471 -0.016351657 0.18376274 0.1766106 0.010111793 -0.11298148 0.20804566 0.11687425 -0.23062934 -0.056306347 0.04126443 -0.26567236 -0.055229902 -0.1800857 0.04784066 0.012744367 -0.08928363 0.071841605 -0.12534237 0.018509088 -0.024288567 -0.03469275 -0.15748927 0.13885525 0.0969544 0.10338678 -0.21985963 0.152172 0.21819112 0.07834427 0.061837014 -0.04203618 -0.16383404 -0.094748706 0.14867653 -0.15358452 -0.5655519 -0.07915971
367 -0.045412596 -0.03369404 0.021546679 -0.040104438 0.04070602 0.090626754 -0.029229244 0.16492432 -0.029519737 -0.058643818 -0.07765527 -0.10597037 -0.18781418 -0.30320814 -0.12185266 0.01154554 -0.1259093 0.22164421 -0.010066803 0.007466834 -0.017165955 0.06443136 0.18559416 -0.098165 -0.42373544 -0.098951586 0.097278856 -0.11399897 0.076207444 0.05470669 -0.04883562 -0.20708211 0.10155527 -0.025405081 0.38040316 0.05721716 0.09688635 -0.026317913 0.04878069 -0.1184031 0.18167113 -0.11084552 0.18962522 -0.05916243 -0.08939638 0.12424621 0.0041441335 0.2395788 -0.13624798 -0.32358912 -0.083739206 0.008316692 0.11181678 -0.031942483 -0.24639362 -0.16009606 0.007361293 0.14543867 -0.106571026 -0.10263529 -0.034407895 0.24097021 -0.045927867 -0.014688836 -0.4599355 0.056313902 -0.22872534 -0.20255096 0.06431747 0.0046346616 0.02128979 -0.02067805 0.20824756 0.30802548 0.25054303 0.20543456 -0.14461304 0.13334353 -0.2323771 -0.12899213 -0.13927501 -0.11763923 0.17411824 0.1172771 -0.030203206 -0.15373017 0.13092865 0.1188774 0.12887122 -0.07885787 -0.15919377 0.1130057 0.060610954 0.4088235 -0.13474344 -0.153655 -0.16452923 0.043331765 -0.20132828 -0.0383283 0.08646799 0.19910774 -0.112102285 0.092638396 0.15656772 -0.4834672 0.013789539 0.052340943 -0.08216585 -0.16644523 0.9543496 0.16057923 0.12254912 0.045309268 0.22525707 0.03515582 -0.10151145 -0.0020988642 -0.034724414 0.5084809 0.06653553 0.087805234 -0.14892228 -0.124873 -0.04535416 0.2438126 0.15791093 -0.16991161 -0.1038876 -0.17956409 -0.08349875 0.0063853594 0.3214415 -0.10084706 0.11317184 0.14354077 0.269869 -0.028458431 -3.0539086e-05 0.14103226 -0.0049528927 0.023415865 0.13187787 0.11065415 -0.02513242 0.035686158 0.02312394 0.1097803 0.24630187 -0.025270637 0.06269468 0.14625992 -0.023258956 0.03615347 -0.1445923 0.084269755 0.061443042 0.031486325 -0.08892267 0.043401185 0.094014265 -0.28924787 -0.08965586 -0.22478504 0.052228414 0.026358264 0.37893847 0.40687954 0.07477338 -0.090859175 -0.26700753 0.11638296 -0.14187472 -0.11161996 -0.033106074 -0.31998467 -0.091316536 0.19361767 -0.012964704 -0.1377104 0.07018316 -0.17712651 -0.14441274 -0.3586156 -0.12436263 0.09848636 0.05994558 0.063514695 -0.18448617 0.13801146 0.045620933 -0.14128788 -0.030850803 -0.07232596 -0.032968167 -0.09052754 -0.042129 0.3070371 -0.5413218 0.09734529
368 -0.11523639 0.053014126 -0.19081652 -0.19922408 -0.05151666 0.14720172 -0.07328434 -0.09614626 -0.11318499 0.063888304 0.063443586 0.1895315 -0.2076111 -0.11714561 0.20192574 0.11202046 0.21305722 0.028155657 0.011097972 -0.0026819697 -0.16067366 0.14662789 0.10826202 -0.12775666 0.09075725 0.010420053 -0.23585777 -0.16954483 -0.01127221 -0.11010808 0.09711556 0.053217415 0.080283634 0.3151158 0.34747335 -0.078477 -0.02327252 -0.2116067 0.2746604 0.037878253 0.0059351213 -0.20480105 0.171814 0.3710087 -0.095786646 0.35144177 -0.0769769 -0.028529042 -0.35313228 0.16616336 -0.24275349 -0.21953101 0.42414862 0.21759246 0.09702738 -0.022256212 0.14570037 -0.119116664 0.16762617 0.035249013 -0.021388384 -0.18765819 -0.07870412 -0.053665344 -0.013011366 0.007066719 0.22458656 0.034382116 0.0033417912 -0.18551709 -0.25738105 0.24803701 0.15902355 0.029978756 0.25512075 0.04481883 -0.109704666 -0.061829872 -0.32320315 0.12574863 0.37086183 0.05442734 0.31401274 -0.097546436 -0.09974222 -0.33598885 0.12114918 -0.018687846 0.5045365 -0.21763483 -0.20472 0.46947405 0.15820739 0.1941763 0.08999582 -0.1286716 -0.32732037 -0.016229706 0.0033128804 -0.048815113 0.35662782 -0.11014191 -0.04254446 0.066451445 0.24441336 -0.16786864 -0.16996457 -0.009811044 0.09093053 -0.0527797 0.84526485 -0.008862906 0.044720806 -0.051644724 0.019655304 0.28245673 -0.052275676 -0.08202812 0.021607785 0.61286956 -0.016737835 0.23206082 0.27196935 0.05795796 -0.10971631 0.062101573 -0.13649267 0.062220432 0.10028977 0.110480584 -0.116193816 0.062040403 0.177058 -0.22625796 0.14452322 -0.049861535 0.012973244 -0.1510787 0.09929724 -0.07290028 0.04846825 0.054782636 0.2323344 0.14329338 -0.06914793 0.013859901 0.1612971 0.11957003 -0.05317172 -0.102363124 0.13495645 0.040579103 0.20733634 -0.07082759 -0.1585987 0.016079003 -0.3096238 -0.069553316 0.25416085 -0.24135648 0.038575497 -0.12479375 -0.10656222 0.013580792 0.19841415 -0.035768826 0.07458985 -0.046422206 -0.22188409 0.0590498 0.079270154 -0.032635774 0.03874564 -0.22836423 -0.045544673 -0.18448678 -0.0591003 0.16010177 0.022770362 0.057846338 0.030031128 -0.16860956 -0.057779953 -0.30378634 -0.0057887356 -0.0019413347 -0.015691968 0.020059723 0.04070899 0.22971734 0.14146392 0.103044 0.17114893 -0.07664184 0.11457822 -0.14321028 0.06026849 0.05758996 -0.5598618 -9.221518e-05
