 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49
360 -0.08029612 -0.014500715 0.19132732 0.17436202 0.3268584 -0.19379762 -0.60619897 -0.10625951 -0.010753292 -0.31510505 -0.57761765 0.19641063 0.1756523 -0.08210095 -0.06306416 0.110386446 -0.0032884213 -0.18260238 -0.3600602 0.4390538 -0.34123605 -0.38524383 -0.365808 0.01954196 -0.26301935 -0.26645556 0.02595611 -0.22793163 0.088591725 -0.41266432 -0.1821529 -0.104852304 -0.08948933 0.0003453732 0.3448498 0.3842222 0.025422696 -0.13765414 0.39315605 0.053303026 -0.060253832 -1.214046 -0.76662874 -0.5262904 -0.15222812 -0.68110377 -0.349084 0.03149076 -0.02467296 0.1484353
0 0.039281495 -0.011987878 -0.41197282 0.10207443 -0.5591188 -0.310146 -0.6705145 0.09134195 0.16727227 2.7080019 -0.033591554 0.71847814 0.08225204 -0.20066078 0.064683944 -0.06807389 -0.003027909 -0.07423081 0.102635846 0.014651056 -0.9242861 -0.11274513 0.30935648 -0.11685881 0.24679245 0.2723092 -0.08937649 0.19764803 -0.017827448 0.08914137 -0.06415675 3.2232487 0.71075076 0.14756492 -0.116321705 0.20375203 0.0896326 0.35385922 -4.0668015 0.17314583 -0.6292728 1.0979296 -3.305655 0.41890538 0.013310238 -0.048253585 -0.5616126 -0.18008143 0.007594786 0.29668686
361 0.21094109 0.10557633 -0.37095535 -0.074351296 0.36521673 0.6981333 0.059837293 0.53524804 0.7846866 -0.16658808 -0.61104393 0.37426335 -0.0695335 0.24560064 0.034101676 -0.07709 0.0952216 0.078953765 -0.698471 -0.1401908 -0.18941368 -0.12980324 0.10873306 0.15925081 -0.020640044 0.10084932 -0.05499156 0.06461244 0.061028436 -0.27192214 -0.09718384 -0.00822477 0.06887157 0.25037247 0.020508157 0.24767338 0.1029951 -0.08498332 0.37756974 -0.21318072 0.21855062 -1.9102811 -0.55246663 0.12943156 0.049278364 0.09570131 -0.7696369 -0.51644367 -0.06582954 0.08136141
362 -0.30155957 -0.5222956 -0.121319704 -0.15766004 0.12864545 0.079628594 -0.50810146 -0.3619855 0.2989544 -0.3387038 -0.18875967 0.24806184 -0.44008318 -0.24705805 -0.05521254 0.31779835 0.1573738 -0.1262965 -0.00909319 0.023656758 -0.25466603 -0.22212511 -0.29112968 0.10611882 0.033246856 0.074875236 0.30866337 -0.64078563 0.066241086 -0.11958206 -0.44013473 0.19732772 -0.114622466 0.4338905 -0.025685191 -0.16614527 -0.12956506 0.08545503 0.40633544 0.099301286 -0.44571564 -1.5276484 -0.6174928 -0.44963443 -0.043695245 -0.26357305 -0.5477572 -0.09866891 -0.21029964 0.61347896
363 -0.48678803 -0.18571939 0.3425202 0.05168529 -0.14086638 0.42414927 -0.28694898 -0.00036390332 0.43023652 -0.1910881 0.5892301 0.9297304 -0.3012894 -0.053236607 -0.5626277 -0.24188691 -0.08641325 0.25429636 -0.05672897 -0.3936721 0.13409275 -0.33398247 0.25098726 0.07581828 -0.026589401 -0.59242463 0.063505866 -0.5244349 0.22208214 0.45308018 -0.19422348 0.11177277 0.05497464 -0.1288344 -0.2096123 0.45349848 0.4113972 0.021546109 0.29433188 -0.17124917 -0.21735266 -1.9818449 -0.53996813 -0.3097873 0.46347216 -0.06514842 -0.006216937 0.026483 -0.3339026 0.23635945
364 -0.08059623 0.44522846 0.06826574 -0.08975115 -0.07075216 -0.48767388 0.3182688 -0.2878611 -0.38657334 -0.22241601 0.33144724 -0.05868921 -0.08261985 -0.30073902 -0.23708232 0.052828632 0.13159186 -0.47908372 -0.13799272 -0.11086795 -0.39894515 0.13542952 0.13056527 0.50000066 -0.27829826 0.20996861 -0.06253723 0.116274424 0.07468382 -0.28786942 0.022917796 -0.043529753 0.16207169 -0.030500593 0.39413935 -0.33234197 -0.06746271 -0.11902249 0.29149032 0.13638686 -0.07072845 -1.9163 -0.71822673 0.23992054 0.40353563 0.057182614 0.037758414 -0.5757533 0.26405135 0.17053509
365 0.6451221 -0.2138586 -0.14098227 0.06707057 0.37068507 -0.0052391677 0.5332726 0.08504252 -0.060880456 -0.16908555 0.10797566 0.21566957 0.5908547 0.42596424 -0.45724645 -0.48476017 -0.27556083 0.36075884 0.19006461 -0.22656678 -0.19128872 -0.18006283 0.053512566 -0.1815951 0.68874174 0.4351063 0.16085285 -0.1151517 -0.4028055 -0.12907675 0.050076775 -0.11020075 0.20898895 -0.13245599 0.21390954 0.18089218 0.1336213 0.3359714 0.32771388 -0.4368301 -0.21624303 -1.9278252 -0.56994575 0.09970502 -0.023399746 -0.066331975 -0.2741654 0.106214814 -1.2163736 0.40187335
366 -0.09932107 -0.27973384 -0.34653148 -0.18366867 -0.13584211 -0.26308343 -0.46680892 -0.0040877834 0.2221644 -0.19044727 -0.34659845 -0.15620379 0.13412362 -0.13820189 -0.14467795 -0.08734123 0.25391847 -0.026599659 -0.24442048 0.13568678 -0.44406816 0.12959214 0.12949948 -0.3796954 0.47935683 -0.57233936 0.5529503 0.15721248 0.113982715 -0.055337757 -0.33121294 0.081402734 -0.044272866 0.26152453 0.06302873 0.007963538 -0.22950582 -0.40448022 0.44979692 0.028556492 -0.64403176 -1.6147351 -0.5142338 -0.2827227 0.18294625 -0.54529715 -0.25279093 0.02147532 -0.1302079 0.5561427
367 0.10508504 -0.111446604 -0.09731859 0.097817846 -0.017993804 0.2800018 -0.086033404 0.13522784 0.12725364 -0.4024992 -0.16577676 0.31228215 0.65119106 -0.034436047 -0.15328537 0.08934422 -0.043087017 -0.1940742 -0.17679593 -0.017292194 -0.2881525 0.19643027 -0.107525244 0.09816408 0.29856464 0.11639976 0.24472341 -0.026566932 -0.5052136 0.33198717 0.10065456 0.10444541 -0.018387482 -0.10840631 -0.32428452 -0.0879353 -0.16898824 -0.0002832934 0.28256094 0.013817543 -0.82263184 -1.6703721 -0.593799 -0.43733314 -0.29069027 -0.2638187 0.08463659 0.0695937 -0.16075526 0.044737242
368 -0.13511308 0.2525949 -0.36103517 0.0750914 0.44285354 -0.2770513 -0.45123136 -0.27863926 0.11736066 -0.2964698 -0.057524823 0.15082362 -0.33451924 -0.17845532 -0.2561367 0.21763103 0.03732781 -0.18408674 0.17080422 0.25501344 -0.43665117 0.11860601 -0.40190646 -0.0060807304 0.39846602 0.081045814 0.36887863 -0.6255428 0.24714692 0.17007051 0.27484682 0.25595728 -0.098529056 0.029924294 -0.04794288 -0.06243644 -0.20309749 -0.25397438 0.44867733 -0.13110122 -0.33311734 -1.1301396 -0.538889 -0.5143204 -0.10218187 -0.5135128 -0.28122702 0.4387066 0.14848167 -0.064358585
369 -0.18560638 -0.2618993 -0.46138042 -0.2728205 0.1386677 -0.07564916 -0.34910834 -0.14199166 -0.09275043 -0.27713692 -0.41707584 -0.34798938 -0.27611572 -0.25284117 0.39484945 0.39220896 -0.026996547 -0.20435926 0.12047125 0.10325583 -0.77969867 0.28098074 -0.2848603 -0.11942157 -0.15330702 -0.30957642 0.18204464 -0.3809413 0.3496985 -0.2710713 -0.3386442 -0.015459051 -0.040667612 0.055653576 0.057137173 -0.12853357 -0.009781153 -0.29216734 0.39731824 -0.049561076 -0.26239315 -1.4430069 -0.7005146 -0.35108954 0.08711091 0.017085716 -0.31043765 0.016358905 -0.056636583 -0.27890348
370 0.36829698 -0.314189 -0.6874359 0.3570595 0.43353653 -0.014229297 -0.09340044 -0.4538185 -0.1252783 -0.2727702 0.06281081 0.13505574 0.083493255 -0.33415407 0.33408922 0.4045861 0.090217546 -0.35150918 -0.32167917 0.08872866 -0.6582448 0.26549974 -0.24427955 -0.098225124 -0.32967737 -0.14000824 0.52847224 -0.5767271 0.27267572 0.04727319 0.1943009 0.05010776 -0.029292189 0.27118832 0.14400403 -0.18533418 -0.476026 -0.04098495 0.3496359 -0.1107148 -0.3997015 -1.3884276 -0.78420705 -0.16664137 -0.16760533 0.01259242 -0.098928295 0.038406286 0.050975874 0.34984294
371 0.1846245 -0.14129019 -0.09553774 -0.40029362 0.1646574 -0.3259677 0.0799208 -0.09809602 -0.04710574 -0.25317046 -0.5100366 0.29690248 -0.02905587 -0.42658195 -0.2754778 -0.39869913 0.022889948 0.36912668 -0.036453396 0.19264996 -0.35914335 -0.56487817 0.025905356 0.23911652 -0.26812157 0.27194178 -0.2675921 0.09901562 -0.032737408 0.057559855 0.39921606 -0.05220719 0.044033255 0.16236591 0.54409957 -0.225859 -0.18110886 0.5389108 0.21629965 -0.26963836 -0.6416124 -1.9691691 -0.4736855 -0.15561841 -0.14984173 0.056817934 -0.44769806 -0.0410427 0.15420868 -0.35459724
2 -0.12718795 0.119304515 -0.07596004 -0.0022584423 -0.40869987 -0.2237819 -0.40592384 -0.09987119 0.035681535 2.8881629 0.1004105 0.8449944 0.17411673 -0.064289935 0.10101934 -0.03622876 -0.14805286 0.32787114 0.20261535 0.16444074 -0.77131134 -0.13419743 -0.21037026 -0.06651185 0.22183226 -0.052737903 -0.14917374 0.07610888 0.002134642 0.04134807 -0.16483195 2.2129564 -0.19096753 0.1447604 0.04324326 0.06513139 -0.31530285 -0.1667163 -4.7229767 0.013418328 -0.3969211 1.069152 -2.6228187 0.07495738 0.054801412 0.27576527 -0.5074305 -0.1331843 -0.05961285 0.019590968
372 0.47870645 -0.16431907 -0.23876204 0.07936208 0.15686516 -0.23614627 0.008764878 -0.44542116 -0.52271074 -0.22617437 -0.06443187 7.001098e-05 0.028205208 -0.13588333 -0.24167481 0.5838607 0.11598224 -0.10495312 -0.30323592 0.33322078 -0.24543408 0.017895471 -0.23037499 0.20364565 0.41587222 0.0053856596 -0.03414605 -0.05970008 0.14690821 -0.37429702 0.052284256 0.057661403 0.011897337 0.24992676 -0.54495233 -0.08759976 -0.7088022 0.10976625 0.4706903 -0.34076113 -0.6029634 -1.4813504 -0.6956047 -0.17900734 0.013312812 -0.19915797 -0.21850617 -0.041045178 -0.3077848 0.6402154
