 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49
373 -0.3647367 -0.6507785 -0.062743716 -0.05250988 0.07000803 0.61890537 0.26807418 0.009253346 -0.09097435 -0.32771483 0.2905555 0.058704082 0.69943273 -0.29586035 0.13661277 0.045893274 0.145819 0.27716255 0.47697142 0.24334365 -0.14751297 -0.27508622 0.6261796 0.11214435 -0.1799705 -0.406379 -0.34725162 -0.07010313 0.22244455 0.4002939 -0.0781235 -0.048362203 0.12985148 0.023702962 0.19066893 -0.304851 -0.21964891 -0.26754174 0.25564986 -0.062469732 -0.008510318 -2.0434625 -0.6809244 -0.041359443 0.13996635 -0.3191494 -0.7187192 0.25481814 0.06320119 0.036169894
374 -0.41906652 -0.06771586 -0.19488023 -1.0712681 0.08216737 0.23374577 0.6582587 0.16711229 -0.15166037 -0.3366483 -0.008518006 -0.06161248 -0.2569326 -0.060520586 -0.2221452 -0.018174512 -0.018131467 -0.08105025 -0.892538 -0.058771715 -0.15945922 0.19002739 -0.31485608 -0.004775949 -0.40085438 -0.03507576 0.048889823 0.5583101 -0.64481497 -0.28923723 0.3313915 0.10857227 0.27172366 -0.16272567 -0.2733945 -0.49873766 0.09263131 -0.4827463 0.14828289 0.32146177 -0.648622 -2.0959096 -0.5247975 0.3576744 0.3540629 0.051397447 0.3836293 -0.22138074 -0.24237725 -0.19013421
4 -0.13964142 -0.09923569 -0.19326358 -0.14237076 -0.11292428 -0.21926063 -0.23516653 -0.30001116 -0.09496302 2.756231 -0.07884314 0.48370028 0.13089342 -0.05551374 0.16929176 0.043759063 -0.31372398 0.082931764 -0.14172125 0.22484578 -0.6287649 0.21834724 -0.0030222512 0.053056814 0.11617354 0.25260895 -0.17368023 0.095734306 -0.09715396 -0.078299254 -0.08132663 2.037362 -0.17982069 0.2752398 0.02238021 0.2975746 -0.014948148 -0.017951194 -4.56305 0.014921657 -0.3688283 0.95557797 -2.63259 0.056720726 -0.043340076 -0.26685047 -0.37208107 -0.022585427 -0.17496417 -0.04793341
375 0.13094246 -0.14212647 -0.5492133 -0.1014275 0.3128016 -0.53093296 -1.1602522 0.08939698 -0.12520143 -0.33741063 0.11350342 0.16134103 -0.13088974 0.25159588 0.14762542 -0.20093812 -0.24199562 0.052365534 0.03433704 0.9613554 -0.34475547 0.44136825 0.20738088 0.25945336 -0.085360795 -0.30089206 0.6063291 -0.46849337 0.31848347 -0.08380716 -0.06840764 0.48622188 -0.08571437 0.3628224 -0.114438854 0.20756109 0.23499255 0.36104035 0.4518067 0.15570927 -0.797538 -0.6801217 -0.4323294 -0.34343487 -0.19928925 -0.51276237 -0.43150204 -0.13286208 -0.4127556 -0.0071793846
5 -0.2490924 0.039055098 -0.39477307 0.03186219 -0.2279616 -0.13240914 -0.34706378 0.0097667435 0.03833834 2.6631129 0.072636425 0.68230957 0.014947345 -0.33029908 0.03332538 -0.20193323 -0.11112421 0.30158937 -0.008100057 0.06762629 -0.76698935 0.17862295 0.042298377 0.03355671 0.26263735 -0.070051916 -0.023227667 -0.025260052 0.04184701 0.26977798 0.0028864823 2.9303794 0.7225612 0.37805846 0.04012394 0.060025368 -0.20113374 0.31101227 -4.413179 0.098048404 -0.19371824 1.1171432 -3.44109 0.1367475 0.2150306 0.1673554 -0.19105563 -0.2861221 -0.11592447 0.035768572
376 -0.28039303 -0.09330201 -0.38880584 0.017648654 0.30776584 -0.45785025 -0.8957367 -0.12581433 -0.20387028 -0.2311021 -0.084822066 0.07679601 -0.04485135 -0.0960936 -0.35828477 -0.043621957 -0.0527175 -0.08143356 -0.10037737 0.56640244 -0.31981066 0.6791128 -0.69879556 0.14589348 0.499705 -0.35120842 0.5217832 -0.48737362 0.09636532 0.011056519 0.11775387 0.46887115 -0.09144931 0.3201971 -0.26838008 -0.058515497 -0.733716 0.24030533 0.45116845 0.12780172 -0.20371827 -0.8286121 -0.41610417 -0.19350295 -0.028894553 -0.67310244 -0.21744798 -0.1189281 0.2969702 -0.14360203
377 0.11758855 -0.23930356 -0.010642653 -0.27834865 -0.018676393 -0.25597554 -0.72771674 -0.23358756 0.008107588 -0.29214564 -0.22707216 0.09804488 -0.051061798 -0.79556036 0.061605323 0.21925028 0.4243887 0.017174054 -0.18742512 0.31786612 -0.27407208 -0.017033938 -0.38912112 -0.011771749 0.73031455 0.02521047 0.5557573 -0.13840163 0.22417979 0.024094207 0.07581524 0.29001993 -0.01423606 0.12589774 -0.32856026 0.30703545 -0.2689575 0.38736472 0.44867402 0.11712828 -0.53090996 -1.4717736 -0.5790557 -0.3237221 0.5873529 -0.6110404 -0.12235928 -0.16246359 0.36162186 0.18785402
378 -0.0300448 -0.09228451 -0.18560515 0.35346463 0.1575962 0.1698871 0.066160016 -0.27313304 -0.5049981 -0.2241278 0.071525164 0.40653542 -0.02824274 -0.03198158 0.10025358 0.4704294 -0.12195914 -0.42234078 -0.19471031 -0.15212205 -0.3472441 0.4728783 -0.94184864 0.16521166 -0.055530943 -0.2701717 0.16066122 -0.40794358 0.3104492 -0.49823996 0.037450645 0.1263156 0.053798817 0.279422 0.056724254 0.14910123 0.1831892 -0.17821705 0.46323556 0.10386883 -0.48424503 -1.5529144 -0.5926465 -0.4804444 0.4676176 -0.05543335 -0.24150965 -0.06226273 -0.07053308 0.116509095
379 0.08180135 0.5353173 -0.039047793 -0.16133347 0.018600857 -0.271373 -0.3011157 -0.002186958 0.10326134 -0.27634352 0.19169576 0.4384157 0.36977652 0.6886325 -0.09864007 -0.24719039 0.12837023 -0.36109537 0.22263853 -0.23135963 0.37363994 -0.3911189 0.8292904 0.5446905 -0.19786575 0.056328457 -0.32631385 1.1132264 -0.11559078 -0.16500418 0.075745404 -0.2145624 0.25419348 0.15061466 0.099503264 0.3011858 0.17308533 -0.19034036 0.10973661 -0.574975 -0.118815355 -2.3106132 -0.69562835 -0.009802854 -0.34144178 0.14312766 0.15099229 -0.24796225 0.47947416 -0.44461733
6 0.12307527 -0.116088666 -0.388499 -0.029949619 -0.14517042 0.23308344 -0.40351546 -0.08526098 -0.02502199 2.6128356 -0.1545498 0.7617906 0.21458137 -0.10615298 0.21033654 -0.365158 -0.012359138 0.28004855 -0.19345242 0.14596407 -0.9052198 0.09743964 0.043020364 -0.046996877 -0.14244737 -0.03077853 0.11105112 -0.004773284 0.040595245 0.1908546 -0.048866037 2.2809718 0.13047872 0.4098042 -0.021127876 0.053834144 -0.06482194 0.1006678 -4.6228848 0.042792294 -0.37671432 1.0478264 -2.7724984 0.07117183 0.083417244 0.3450706 -0.37644178 -0.063580915 -0.12346788 0.014916007
380 -0.32611817 -0.1625777 -0.55700976 -0.009038353 0.09323189 0.0054951035 -0.4366243 0.059735443 -0.3970693 3.4531457 -0.3472279 0.221472 0.26967552 0.24395499 -0.025772586 0.44789726 -0.12849592 0.084551916 -0.041180186 0.3216825 0.027701302 0.18826438 -0.02686286 0.093718044 -0.096420996 0.08586194 0.020092344 -0.025100846 0.084000915 -0.27450374 -0.14330857 0.5041327 -1.5444095 0.37128645 0.34910822 0.026010387 0.28334603 -0.034519155 -5.673399 -0.28740153 -0.15386957 0.7031651 0.7356062 -0.06855578 0.38183314 -0.22601166 -0.3034239 0.2789367 -0.1918544 0.07072673
381 0.59677154 0.0322685 0.016344575 0.5410245 -0.7124917 0.27252623 -0.017859643 -0.49649057 -0.2250864 -0.22748412 0.29237065 -0.45769513 -0.026677161 -0.14570342 0.13586017 0.29495078 -0.20139974 -0.6538754 -0.36326185 0.26770905 -0.2981301 -0.0907036 -0.23590726 0.114136815 -0.20428641 0.051612716 -0.07485119 -0.18989119 0.6682083 0.77302676 -0.18048365 -0.19097011 0.30714753 -0.4369496 0.49146563 -0.60158163 0.32806116 -0.04110068 0.19664654 -0.29150587 -0.1717549 -2.3507938 -0.5675093 -0.054086644 0.09691534 0.14819697 -0.56534845 0.30135986 0.6482971 0.22170426
382 0.3012093 0.13257037 -0.18141516 0.3114734 0.50138944 -0.54907346 -0.29695177 0.019929392 -0.2433757 -0.27322185 -0.1543163 0.5090123 0.09114961 -0.15364887 -0.08118656 -0.07319501 0.12723726 -0.11745653 0.007523172 -0.20741619 -0.07506329 0.48300487 -0.68818086 -0.14965472 0.37943882 -0.10350958 0.32344976 -0.35169378 -0.27960324 -0.19372582 0.32378644 0.2733203 -0.0019982478 0.13175955 -0.076386966 0.046148326 0.0022676436 0.38728082 0.37230018 -0.08376838 -0.7009183 -1.4303929 -0.53822696 0.05009587 0.0011322936 -0.40328023 -0.11899435 -0.03488618 -0.17432795 0.27819863
7 -0.07376188 -0.2534771 -0.06518819 -0.5403444 0.47716638 0.06609119 -0.3938614 -0.13526417 -0.5478473 -0.20824663 -0.4292189 0.1712068 -0.36810687 -0.27435523 -0.47244406 0.16920033 0.1393837 -0.095142476 0.22408068 0.2823146 -0.051794466 0.31120795 -0.74154717 0.41207573 -0.35059872 -0.016277997 0.21946321 -0.36576852 0.09127419 -0.37647337 0.477007 0.60182333 0.074138924 -0.10268276 0.30793372 0.26915574 0.046748996 -0.4651235 0.4084187 0.15414883 0.26216373 -1.4097186 0.73395854 0.03675075 -0.12853979 -0.30358678 -0.21281467 0.35906592 0.10655616 -0.10602069
8 0.13885796 -0.08099102 -0.10230081 -0.0154558625 -0.07333406 -0.06292022 -0.3608292 -0.15458825 0.06882164 2.8723435 0.2339054 0.6542542 0.04139318 -0.022627903 -0.08696036 0.08488649 0.105335094 -0.100214265 0.06816522 0.12258707 -0.72142774 -0.18459481 0.05433368 0.12890169 -0.044549167 0.30613822 -0.3230217 0.168464 -0.007236391 0.10832686 0.15070844 2.3069055 0.110315286 0.25414923 0.09012232 -0.03366079 0.09754688 0.23448767 -4.5084653 0.09826776 -0.6614984 1.0374714 -2.9831946 0.62155414 0.17690809 0.271852 -0.5116081 0.0119952 0.21158041 0.20682357
383 -0.63370705 -0.101825945 -0.33060485 0.047865547 0.17277198 0.09636017 -0.62373745 0.2544014 0.2859909 -0.24902308 0.32158718 0.056580022 -0.094984196 -0.17816736 -0.24909064 -0.03265638 0.20942372 -0.25183922 -0.1917913 -0.15002967 -0.33437434 0.13789274 -0.42662126 0.074867755 0.01710627 -0.031565282 0.60569745 -0.46198297 0.08706128 -0.27694348 0.11603566 0.09130298 0.0117449295 0.2112592 -0.27024347 -0.18391342 -0.21349747 0.1444801 0.43985322 0.04019184 -0.15863132 -1.6316518 -0.50606596 -0.45809633 0.030855814 -0.21993275 -0.32166496 0.13274452 0.030863274 0.024533482
9 0.17299622 -0.40532172 -0.46658766 -0.22080304 0.12657058 -0.08669648 -0.16904424 -0.29287016 -0.301338 -0.32528168 0.20313196 -0.082825735 0.0110346805 -0.20150663 -0.3177743 -0.2987942 -0.0033931893 0.12094287 0.041477792 0.26935917 0.24813117 -0.108834 -0.44648108 0.40461412 0.33060268 0.07258469 -0.045613192 -0.075490125 -0.076282665 -0.81764257 -0.15841001 0.6248407 0.08123782 0.3979029 -0.14103977 0.17392436 -0.44866204 -0.20020983 0.35904664 -0.008701314 -0.32967174 -1.4358788 0.4876408 -0.0716582 0.0024923282 -0.05659366 -0.41882244 0.26540783 -0.23153408 -0.14591062
384 0.2036186 -0.21886978 -0.363381 0.3781649 0.4238895 -0.2513227 -0.38507113 -0.34763885 -0.21323904 -0.2973899 -0.54559314 0.080493905 -0.5624246 0.03778687 -0.018260214 0.52246106 -0.0848371 0.20145872 -0.44117713 0.3232997 -0.52341557 0.35474777 -0.048284 0.35214993 0.13607968 0.1832874 0.5720594 -0.30459717 0.05035509 -0.15314272 -0.20055002 0.43323487 -0.04786768 0.4581485 -0.09255513 -0.036084987 -0.26930448 -0.35176986 0.41799217 0.025486363 -0.52821004 -1.1283305 -0.5086904 -0.23723005 0.15063894 -0.37363565 -0.16941382 -0.0747703 -0.03335177 0.17623588
385 0.23859625 -0.7010226 -0.3800834 0.024048146 0.20851079 -0.32709038 -0.4507612 0.046022385 -0.22467786 -0.14020996 -0.060028948 -0.12265804 -0.16387382 0.19403201 -0.6829842 0.35807887 -0.06259905 -0.3876966 -0.20218877 0.13099815 -0.19185734 -0.0979643 -0.6696946 -0.09402991 -0.019215507 0.28346816 0.13771613 -0.58998305 0.6648031 -0.19852857 -0.088662274 0.059816647 0.016678575 -0.30035943 -0.028498555 -0.046249766 -0.15430985 0.02099143 0.4501748 0.32241723 -0.89839274 -1.4660814 -0.60860664 -0.42120215 -0.051948335 -0.25210097 -0.10989084 0.056175947 0.16636662 0.29877552
386 0.36513558 -0.5534777 -0.5498699 -0.061087273 0.3440997 0.105272755 -0.07186763 -0.07705313 0.16533121 -0.3616788 -0.063877545 0.24358414 -0.37898383 -0.060452186 -0.097314574 0.27285847 0.4374245 0.11314673 0.08688771 -0.09867849 -0.40974635 0.542614 0.0066024214 0.046850212 0.033378255 -0.05319431 -0.16505373 -0.3441638 -0.14313285 -0.2054888 0.15550277 0.058168508 0.05448636 -0.26546577 0.10962956 0.01473766 -0.074240595 -0.31843165 0.28974247 -0.00944088 -0.21701759 -1.5527123 -0.788799 0.08435023 -0.019797025 -0.33395022 -0.16871178 0.4762575 0.21072167 -0.08247476
387 0.09586602 0.067477524 0.10593296 0.3606716 0.34893596 -0.5985516 -0.8284788 -0.39750335 -0.33037418 -0.18044418 -0.30299938 0.07778887 -0.00050779706 0.00019456464 0.037559725 0.029118693 -0.31322336 0.25020313 -0.16845271 0.28577352 -0.35731104 0.28301603 -0.6215961 -0.26841447 0.42208755 -0.14739518 0.4086607 -0.35707894 0.37996453 -0.120864436 -0.001161517 0.47244254 -0.023723673 0.2217839 -0.17348695 -0.10341704 -0.3131609 0.24722075 0.5005304 -0.12904537 -0.44239756 -0.8207371 -0.36007035 -0.113469675 -0.0942164 -0.46020457 -0.51056695 0.25618345 0.32225424 0.45323563
388 0.50118953 -0.14906141 0.08351793 -0.22547445 -0.006419491 0.09911295 -0.21238229 -0.32951626 0.059912022 -0.2751297 -0.3106282 -0.09535243 0.1362061 0.21038021 -0.055895556 -0.033350043 0.35357422 -0.67053014 0.24269845 0.22351804 -0.1921904 0.18078156 -0.16770773 0.08653054 0.06441069 -0.12482888 0.38115457 -0.56875736 0.009614728 -0.15127298 0.13729122 0.11895365 0.061274353 0.06550826 -0.31480518 -0.07924617 -0.6055508 0.036828227 0.34597766 -0.20468183 -0.60461813 -1.495099 -0.65580344 -0.44437426 -0.20675337 -0.28144673 0.115430936 -0.031062739 -0.4101936 0.20171529
389 -0.057554893 -0.03099834 0.08917783 0.05558438 -0.015620138 0.29160482 0.3555978 -0.6692545 -0.45753294 -0.0032994223 -0.106490225 0.32102442 -0.54041505 0.29348364 0.21517113 0.08466073 0.26537785 -0.20257127 -0.009052099 -0.14147274 -0.2116603 -0.22849822 0.029286176 -0.37674302 -0.06388157 -0.42227277 0.3923711 0.24561279 -0.13238919 0.14273523 0.11593582 0.000821651 0.19779843 0.3706415 0.2881129 -0.1600347 0.011138343 -0.10060349 0.33991703 0.036768235 -0.3556537 -1.9928282 -0.43214747 0.14935632 0.09924584 -0.52363336 0.4614451 -0.028612187 -0.38924935 -0.3797968
390 0.38689822 -0.25804368 -0.6696417 0.60262924 -0.1295837 -0.45937002 -0.45794132 0.19984935 0.17571746 -0.30887493 -0.062417448 0.17389838 0.17703748 -0.15683803 0.19966704 0.12731405 0.17959459 -0.2493967 -0.18709622 0.47147855 -0.27921435 0.4411406 -0.27088737 0.27114204 0.43881413 -0.2699542 0.25268346 -0.3801586 -0.15309857 -0.097081184 0.10776735 0.09660369 -0.09120798 0.062754124 -0.07371918 -0.07030553 -0.3094324 0.17564003 0.41337323 -0.2734896 -0.7025211 -1.036468 -0.57744384 -0.7432033 -0.22835787 -0.3008613 -0.3081743 0.05006301 -0.6676337 0.21452172
391 -0.5201548 -0.46546474 0.09964272 -0.04384196 0.03375763 -0.48490548 -0.32421967 0.014925842 0.43673414 -0.4383322 -0.25052172 0.17591381 0.2465482 0.14076544 -0.18026926 -0.29183418 0.4598412 -0.6630191 -0.49429834 0.18384898 -0.19838351 0.07913042 -0.05827691 0.13854651 0.42698553 -0.11657973 -0.21978807 0.44183204 -0.004699225 0.06869779 -0.10847614 0.33419287 0.05294206 -0.27826786 0.1521396 0.5101478 -0.1031454 -0.18292175 0.30288863 0.15206273 -0.23204531 -1.7845037 -0.30267677 -0.03618383 -0.10010671 -0.1198655 -0.6201835 0.21575564 0.39861548 -0.039179303
10 -0.13937183 0.088600874 -0.41230485 0.020184759 -0.1665569 0.04515762 -0.5242291 0.31166664 0.041216828 2.7640772 -0.11195504 0.360781 -0.08452253 -0.295193 -0.03434013 -0.11310507 0.200766 0.23303072 0.020078497 -0.026079297 -0.8089968 0.053217545 0.16733012 -0.33484715 -0.0849186 0.06570436 -0.30387744 -0.0150542585 0.009085733 -0.05986225 -0.14960147 2.3437781 0.53961676 0.37930125 -0.34555835 0.18598706 -0.013322312 0.005397236 -4.371114 0.41205615 -0.45459953 1.0443381 -3.1354148 0.079608515 -0.12719597 0.059291385 -0.46124077 0.0072239474 -0.11288319 0.12411397
